prophage_id	sample_id	length_bp	original_id
kansas_SRR29791265_NODE_26_length_64459_cov_30.404837_fragment_1	SRR29791265	33951	NODE_26_length_64459_cov_30.404837_fragment_1
kansas_SRR29791265_NODE_21_length_93629_cov_31.725236_fragment_1	SRR29791265	41628	NODE_21_length_93629_cov_31.725236_fragment_1
kansas_SRR29791265_NODE_20_length_95080_cov_33.641191_fragment_1	SRR29791265	22374	NODE_20_length_95080_cov_33.641191_fragment_1
kansas_SRR29791533_NODE_130_length_3384_cov_2.340497	SRR29791533	3384	NODE_130_length_3384_cov_2.340497
kansas_SRR29791533_NODE_159_length_1902_cov_2.228732	SRR29791533	1902	NODE_159_length_1902_cov_2.228732
kansas_SRR29791533_NODE_111_length_4726_cov_2.216569	SRR29791533	4726	NODE_111_length_4726_cov_2.216569
kansas_SRR29791533_NODE_146_length_2557_cov_1.678189	SRR29791533	2557	NODE_146_length_2557_cov_1.678189
kansas_SRR29791533_NODE_3_length_31426_cov_7.393495	SRR29791533	31426	NODE_3_length_31426_cov_7.393495
kansas_SRR29791533_NODE_136_length_2869_cov_2.254559	SRR29791533	2869	NODE_136_length_2869_cov_2.254559
kansas_SRR29791534_NODE_1_length_176542_cov_20.684857_fragment_2	SRR29791534	38450	NODE_1_length_176542_cov_20.684857_fragment_2
kansas_SRR29791534_NODE_4_length_79144_cov_25.931648_fragment_1	SRR29791534	35410	NODE_4_length_79144_cov_25.931648_fragment_1
kansas_SRR29791550_NODE_7_length_259336_cov_38.512501_fragment_2	SRR29791550	36309	NODE_7_length_259336_cov_38.512501_fragment_2
kansas_SRR29791550_NODE_1_length_937877_cov_31.431299_fragment_2	SRR29791550	13055	NODE_1_length_937877_cov_31.431299_fragment_2
kansas_SRR29791550_NODE_2_length_571133_cov_34.021121_fragment_1	SRR29791550	8074	NODE_2_length_571133_cov_34.021121_fragment_1
kansas_SRR29791550_NODE_2_length_571133_cov_34.021121_fragment_3	SRR29791550	42476	NODE_2_length_571133_cov_34.021121_fragment_3
kansas_SRR29791551_NODE_1_length_694620_cov_25.047695_fragment_4	SRR29791551	57992	NODE_1_length_694620_cov_25.047695_fragment_4
kansas_SRR29791551_NODE_4_length_383752_cov_25.787621_fragment_3	SRR29791551	31441	NODE_4_length_383752_cov_25.787621_fragment_3
kansas_SRR29791551_NODE_11_length_177807_cov_29.398751_fragment_1	SRR29791551	31508	NODE_11_length_177807_cov_29.398751_fragment_1
kansas_SRR29791551_NODE_12_length_155574_cov_24.734926_fragment_1	SRR29791551	9263	NODE_12_length_155574_cov_24.734926_fragment_1
kansas_SRR29791552_NODE_6_length_332340_cov_20.644689_fragment_4	SRR29791552	20228	NODE_6_length_332340_cov_20.644689_fragment_4
kansas_SRR29791553_NODE_16_length_93955_cov_18.904282_fragment_1	SRR29791553	23963	NODE_16_length_93955_cov_18.904282_fragment_1
kansas_SRR29791553_NODE_15_length_97412_cov_14.958246_fragment_1	SRR29791553	39238	NODE_15_length_97412_cov_14.958246_fragment_1
kansas_SRR29791553_NODE_26_length_50798_cov_17.520613_fragment_1	SRR29791553	20440	NODE_26_length_50798_cov_17.520613_fragment_1
kansas_SRR29791554_NODE_1_length_978693_cov_25.041208_fragment_2	SRR29791554	9609	NODE_1_length_978693_cov_25.041208_fragment_2
kansas_SRR29791555_NODE_39_length_45392_cov_14.876328_fragment_1	SRR29791555	27718	NODE_39_length_45392_cov_14.876328_fragment_1
kansas_SRR29791555_NODE_87_length_3119_cov_30.991979	SRR29791555	3119	NODE_87_length_3119_cov_30.991979
kansas_SRR29791555_NODE_79_length_5263_cov_17.999805	SRR29791555	5263	NODE_79_length_5263_cov_17.999805
kansas_SRR29791555_NODE_30_length_58471_cov_15.475199_fragment_1	SRR29791555	17968	NODE_30_length_58471_cov_15.475199_fragment_1
kansas_SRR29791555_NODE_84_length_4053_cov_30.417473	SRR29791555	4053	NODE_84_length_4053_cov_30.417473
kansas_SRR29791555_NODE_85_length_3580_cov_33.879235	SRR29791555	3580	NODE_85_length_3580_cov_33.879235
kansas_SRR30276930_NODE_334_length_2272_cov_4.778089	SRR30276930	2272	NODE_334_length_2272_cov_4.778089
kansas_SRR30276930_NODE_196_length_7997_cov_4.065820	SRR30276930	7997	NODE_196_length_7997_cov_4.065820
kansas_SRR30276930_NODE_160_length_10127_cov_4.094700	SRR30276930	10127	NODE_160_length_10127_cov_4.094700
kansas_SRR30276930_NODE_158_length_10234_cov_3.813990	SRR30276930	10234	NODE_158_length_10234_cov_3.813990
kansas_SRR30276930_NODE_114_length_14988_cov_3.905726_fragment_1	SRR30276930	12708	NODE_114_length_14988_cov_3.905726_fragment_1
kansas_SRR30276930_NODE_272_length_3895_cov_4.002654	SRR30276930	3895	NODE_272_length_3895_cov_4.002654
kansas_SRR30276930_NODE_240_length_5219_cov_4.072467	SRR30276930	5219	NODE_240_length_5219_cov_4.072467
kansas_SRR30276930_NODE_232_length_5925_cov_4.640393	SRR30276930	5925	NODE_232_length_5925_cov_4.640393
kansas_SRR30276930_NODE_235_length_5693_cov_3.041502	SRR30276930	5693	NODE_235_length_5693_cov_3.041502
kansas_SRR30276930_NODE_253_length_4491_cov_3.742896	SRR30276930	4491	NODE_253_length_4491_cov_3.742896
kansas_SRR30276930_NODE_289_length_3392_cov_4.586830	SRR30276930	3392	NODE_289_length_3392_cov_4.586830
kansas_SRR30276930_NODE_84_length_19625_cov_4.028977_fragment_1	SRR30276930	6009	NODE_84_length_19625_cov_4.028977_fragment_1
kansas_SRR30276930_NODE_313_length_2594_cov_6.481557	SRR30276930	2594	NODE_313_length_2594_cov_6.481557
kansas_SRR30276930_NODE_47_length_28980_cov_4.050844	SRR30276930	28980	NODE_47_length_28980_cov_4.050844
kansas_SRR30276930_NODE_88_length_18653_cov_4.262820_fragment_1	SRR30276930	7254	NODE_88_length_18653_cov_4.262820_fragment_1
kansas_SRR30276930_NODE_3_length_75405_cov_3.848415_fragment_1	SRR30276930	14528	NODE_3_length_75405_cov_3.848415_fragment_1
kansas_SRR30276931_NODE_67_length_1693_cov_30.188378	SRR30276931	1693	NODE_67_length_1693_cov_30.188378
kansas_SRR30276931_NODE_15_length_107465_cov_14.093760_fragment_1	SRR30276931	34564	NODE_15_length_107465_cov_14.093760_fragment_1
kansas_SRR30276931_NODE_2_length_449137_cov_14.698601_fragment_1	SRR30276931	17786	NODE_2_length_449137_cov_14.698601_fragment_1
kansas_SRR30276931_NODE_7_length_180381_cov_13.979962_fragment_1	SRR30276931	24777	NODE_7_length_180381_cov_13.979962_fragment_1
kansas_SRR30276931_NODE_29_length_46916_cov_15.009810_fragment_1	SRR30276931	20792	NODE_29_length_46916_cov_15.009810_fragment_1
kansas_SRR30276931_NODE_20_length_85610_cov_15.458851_fragment_1	SRR30276931	15989	NODE_20_length_85610_cov_15.458851_fragment_1
kansas_SRR30276931_NODE_8_length_173373_cov_14.272203_fragment_2	SRR30276931	8563	NODE_8_length_173373_cov_14.272203_fragment_2
kansas_SRR30276932_NODE_90_length_1284_cov_23.306828	SRR30276932	1284	NODE_90_length_1284_cov_23.306828
kansas_SRR30276932_NODE_47_length_13085_cov_13.539049	SRR30276932	13085	NODE_47_length_13085_cov_13.539049
kansas_SRR30276932_NODE_13_length_163971_cov_12.300414_fragment_1	SRR30276932	8213	NODE_13_length_163971_cov_12.300414_fragment_1
kansas_SRR30276932_NODE_13_length_163971_cov_12.300414_fragment_2	SRR30276932	37504	NODE_13_length_163971_cov_12.300414_fragment_2
kansas_SRR30276932_NODE_52_length_10213_cov_12.954095	SRR30276932	10213	NODE_52_length_10213_cov_12.954095
kansas_SRR30276932_NODE_21_length_51016_cov_13.662481_fragment_1	SRR30276932	18369	NODE_21_length_51016_cov_13.662481_fragment_1
kansas_SRR30276932_NODE_77_length_2284_cov_20.236439	SRR30276932	2284	NODE_77_length_2284_cov_20.236439
kansas_SRR30276932_NODE_5_length_318755_cov_11.792460_fragment_1	SRR30276932	37996	NODE_5_length_318755_cov_11.792460_fragment_1
kansas_SRR30276932_NODE_20_length_62782_cov_11.580576_fragment_1	SRR30276932	15918	NODE_20_length_62782_cov_11.580576_fragment_1
kansas_SRR30276932_NODE_55_length_7994_cov_12.248506	SRR30276932	7994	NODE_55_length_7994_cov_12.248506
kansas_SRR30276932_NODE_39_length_20826_cov_15.337456	SRR30276932	20826	NODE_39_length_20826_cov_15.337456
kansas_SRR30276932_NODE_15_length_132485_cov_11.826395_fragment_1	SRR30276932	17868	NODE_15_length_132485_cov_11.826395_fragment_1
kansas_SRR30276932_NODE_45_length_14517_cov_14.648297	SRR30276932	14517	NODE_45_length_14517_cov_14.648297
kansas_SRR30276932_NODE_6_length_297797_cov_14.343965_fragment_1	SRR30276932	22742	NODE_6_length_297797_cov_14.343965_fragment_1
kansas_SRR30276932_NODE_81_length_2010_cov_12.272438	SRR30276932	2010	NODE_81_length_2010_cov_12.272438
kansas_SRR30276932_NODE_2_length_424106_cov_13.982400_fragment_1	SRR30276932	25865	NODE_2_length_424106_cov_13.982400_fragment_1
kansas_SRR30276932_NODE_61_length_4744_cov_13.566169	SRR30276932	4744	NODE_61_length_4744_cov_13.566169
kansas_SRR30276932_NODE_84_length_1764_cov_26.792914	SRR30276932	1764	NODE_84_length_1764_cov_26.792914
kansas_SRR30276932_NODE_1_length_604910_cov_12.544362_fragment_2	SRR30276932	9256	NODE_1_length_604910_cov_12.544362_fragment_2
kansas_SRR30276932_NODE_1_length_604910_cov_12.544362_fragment_1	SRR30276932	21920	NODE_1_length_604910_cov_12.544362_fragment_1
kansas_SRR30276932_NODE_79_length_2097_cov_9.895939	SRR30276932	2097	NODE_79_length_2097_cov_9.895939
kansas_SRR30276932_NODE_8_length_252254_cov_12.932439_fragment_2	SRR30276932	21923	NODE_8_length_252254_cov_12.932439_fragment_2
kansas_SRR30276932_NODE_70_length_2870_cov_11.895735	SRR30276932	2870	NODE_70_length_2870_cov_11.895735
kansas_SRR30276933_NODE_89_length_3012_cov_3.364991	SRR30276933	3012	NODE_89_length_3012_cov_3.364991
kansas_SRR30276933_NODE_83_length_3414_cov_2.363249	SRR30276933	3414	NODE_83_length_3414_cov_2.363249
kansas_SRR30276933_NODE_102_length_2328_cov_1.759200	SRR30276933	2328	NODE_102_length_2328_cov_1.759200
kansas_SRR30276933_NODE_94_length_2749_cov_2.652555	SRR30276933	2749	NODE_94_length_2749_cov_2.652555
kansas_SRR30276933_NODE_61_length_6347_cov_2.510772	SRR30276933	6347	NODE_61_length_6347_cov_2.510772
kansas_SRR30276933_NODE_110_length_1929_cov_5.379578	SRR30276933	1929	NODE_110_length_1929_cov_5.379578
kansas_SRR30276933_NODE_72_length_4184_cov_2.348780	SRR30276933	4184	NODE_72_length_4184_cov_2.348780
kansas_SRR30276933_NODE_54_length_7746_cov_11.640898	SRR30276933	7746	NODE_54_length_7746_cov_11.640898
kansas_SRR30276933_NODE_81_length_3485_cov_2.758189	SRR30276933	3485	NODE_81_length_3485_cov_2.758189
kansas_SRR30276933_NODE_66_length_5232_cov_2.736141	SRR30276933	5232	NODE_66_length_5232_cov_2.736141
kansas_SRR30276933_NODE_105_length_2164_cov_7.972018	SRR30276933	2164	NODE_105_length_2164_cov_7.972018
kansas_SRR30276933_NODE_55_length_7446_cov_7.249624	SRR30276933	7446	NODE_55_length_7446_cov_7.249624
kansas_SRR30276933_NODE_51_length_8893_cov_10.352042	SRR30276933	8893	NODE_51_length_8893_cov_10.352042
kansas_SRR30276933_NODE_64_length_5667_cov_2.278881	SRR30276933	5667	NODE_64_length_5667_cov_2.278881
kansas_SRR30276933_NODE_100_length_2358_cov_3.514567	SRR30276933	2358	NODE_100_length_2358_cov_3.514567
kansas_SRR30276933_NODE_117_length_1687_cov_2.598077	SRR30276933	1687	NODE_117_length_1687_cov_2.598077
kansas_SRR30276933_NODE_79_length_3555_cov_2.617270	SRR30276933	3555	NODE_79_length_3555_cov_2.617270
kansas_SRR30276933_NODE_74_length_4103_cov_2.907696	SRR30276933	4103	NODE_74_length_4103_cov_2.907696
kansas_SRR30276933_NODE_106_length_2003_cov_2.770789	SRR30276933	2003	NODE_106_length_2003_cov_2.770789
kansas_SRR30276933_NODE_86_length_3175_cov_2.582021	SRR30276933	3175	NODE_86_length_3175_cov_2.582021
kansas_SRR30276933_NODE_9_length_180486_cov_8.343576_fragment_1	SRR30276933	40753	NODE_9_length_180486_cov_8.343576_fragment_1
kansas_SRR30276933_NODE_45_length_17713_cov_9.667292	SRR30276933	17713	NODE_45_length_17713_cov_9.667292
kansas_SRR30276933_NODE_2_length_442997_cov_7.535557_fragment_1	SRR30276933	31401	NODE_2_length_442997_cov_7.535557_fragment_1
kansas_SRR30276934_NODE_21_length_42887_cov_13.853625_fragment_1	SRR30276934	17168	NODE_21_length_42887_cov_13.853625_fragment_1
kansas_SRR30276934_NODE_34_length_8302_cov_14.045138	SRR30276934	8302	NODE_34_length_8302_cov_14.045138
kansas_SRR30276934_NODE_5_length_243837_cov_12.310623_fragment_1	SRR30276934	20968	NODE_5_length_243837_cov_12.310623_fragment_1
kansas_SRR30276934_NODE_31_length_22689_cov_13.887022_fragment_1	SRR30276934	8187	NODE_31_length_22689_cov_13.887022_fragment_1
kansas_SRR30276934_NODE_12_length_125143_cov_14.401173_fragment_2	SRR30276934	20223	NODE_12_length_125143_cov_14.401173_fragment_2
kansas_SRR30276934_NODE_3_length_396329_cov_12.212096_fragment_2	SRR30276934	20616	NODE_3_length_396329_cov_12.212096_fragment_2
kansas_SRR30276935_NODE_39_length_29958_cov_32.242094	SRR30276935	29958	NODE_39_length_29958_cov_32.242094
kansas_SRR30276935_NODE_27_length_55801_cov_33.790790_fragment_1	SRR30276935	25293	NODE_27_length_55801_cov_33.790790_fragment_1
kansas_SRR30276935_NODE_13_length_145274_cov_29.264861_fragment_1	SRR30276935	10369	NODE_13_length_145274_cov_29.264861_fragment_1
kansas_SRR30276935_NODE_47_length_9501_cov_37.387840	SRR30276935	9501	NODE_47_length_9501_cov_37.387840
kansas_SRR30276936_NODE_10_length_148578_cov_20.428428_fragment_1	SRR30276936	19122	NODE_10_length_148578_cov_20.428428_fragment_1
kansas_SRR30276936_NODE_15_length_110317_cov_24.285259_fragment_1	SRR30276936	35481	NODE_15_length_110317_cov_24.285259_fragment_1
kansas_SRR30276936_NODE_12_length_141010_cov_23.119738_fragment_1	SRR30276936	58121	NODE_12_length_141010_cov_23.119738_fragment_1
kansas_SRR30276936_NODE_7_length_219373_cov_23.586659_fragment_1	SRR30276936	18348	NODE_7_length_219373_cov_23.586659_fragment_1
kansas_SRR30276936_NODE_33_length_39616_cov_22.665798	SRR30276936	39616	NODE_33_length_39616_cov_22.665798
kansas_SRR30276936_NODE_5_length_296649_cov_21.994693_fragment_1	SRR30276936	40679	NODE_5_length_296649_cov_21.994693_fragment_1
kansas_SRR30276937_NODE_91_length_2475_cov_32.503753	SRR30276937	2475	NODE_91_length_2475_cov_32.503753
kansas_SRR30276937_NODE_71_length_8342_cov_18.299577	SRR30276937	8342	NODE_71_length_8342_cov_18.299577
kansas_SRR30276937_NODE_23_length_66275_cov_20.416825_fragment_1	SRR30276937	53926	NODE_23_length_66275_cov_20.416825_fragment_1
kansas_SRR30276937_NODE_86_length_3676_cov_35.013615	SRR30276937	3676	NODE_86_length_3676_cov_35.013615
kansas_SRR30276937_NODE_72_length_8159_cov_39.322321	SRR30276937	8159	NODE_72_length_8159_cov_39.322321
kansas_SRR30276937_NODE_67_length_10944_cov_57.357044	SRR30276937	10944	NODE_67_length_10944_cov_57.357044
kansas_SRR30276937_NODE_94_length_2179_cov_40.342055	SRR30276937	2179	NODE_94_length_2179_cov_40.342055
kansas_SRR30276937_NODE_3_length_251134_cov_26.077373_fragment_1	SRR30276937	51692	NODE_3_length_251134_cov_26.077373_fragment_1
kansas_SRR30276937_NODE_15_length_130628_cov_29.810503_fragment_1	SRR30276937	8064	NODE_15_length_130628_cov_29.810503_fragment_1
kansas_SRR30276937_NODE_97_length_1955_cov_26.169329	SRR30276937	1955	NODE_97_length_1955_cov_26.169329
kansas_SRR30276937_NODE_50_length_25669_cov_19.789270	SRR30276937	25669	NODE_50_length_25669_cov_19.789270
kansas_SRR30276937_NODE_84_length_3962_cov_33.471300	SRR30276937	3962	NODE_84_length_3962_cov_33.471300
kansas_SRR30276937_NODE_87_length_3141_cov_31.843995	SRR30276937	3141	NODE_87_length_3141_cov_31.843995
kansas_SRR30276937_NODE_4_length_244750_cov_25.820904_fragment_1	SRR30276937	47859	NODE_4_length_244750_cov_25.820904_fragment_1
kansas_SRR30276938_NODE_65_length_11086_cov_13.943334	SRR30276938	11086	NODE_65_length_11086_cov_13.943334
kansas_SRR30276938_NODE_38_length_44294_cov_7.586252	SRR30276938	44294	NODE_38_length_44294_cov_7.586252
kansas_SRR30276938_NODE_47_length_32414_cov_7.836002_fragment_1	SRR30276938	8357	NODE_47_length_32414_cov_7.836002_fragment_1
kansas_SRR30276938_NODE_86_length_5758_cov_7.485171	SRR30276938	5758	NODE_86_length_5758_cov_7.485171
kansas_SRR30276938_NODE_99_length_4692_cov_9.097919	SRR30276938	4692	NODE_99_length_4692_cov_9.097919
kansas_SRR30276938_NODE_89_length_5552_cov_6.700461	SRR30276938	5552	NODE_89_length_5552_cov_6.700461
kansas_SRR30276938_NODE_25_length_69729_cov_8.058217_fragment_1	SRR30276938	4719	NODE_25_length_69729_cov_8.058217_fragment_1
kansas_SRR30276938_NODE_28_length_64250_cov_7.675592_fragment_1	SRR30276938	18232	NODE_28_length_64250_cov_7.675592_fragment_1
kansas_SRR30276938_NODE_95_length_4932_cov_8.000416	SRR30276938	4932	NODE_95_length_4932_cov_8.000416
kansas_SRR30276938_NODE_42_length_35751_cov_6.993516	SRR30276938	35751	NODE_42_length_35751_cov_6.993516
kansas_SRR30276938_NODE_79_length_7680_cov_8.366212	SRR30276938	7680	NODE_79_length_7680_cov_8.366212
kansas_SRR30276938_NODE_58_length_17725_cov_7.359132	SRR30276938	17725	NODE_58_length_17725_cov_7.359132
kansas_SRR30276938_NODE_125_length_1597_cov_8.606122	SRR30276938	1597	NODE_125_length_1597_cov_8.606122
kansas_SRR30276938_NODE_118_length_2087_cov_6.617347	SRR30276938	2087	NODE_118_length_2087_cov_6.617347
kansas_SRR30276939_NODE_6_length_178817_cov_6.310012_fragment_2	SRR30276939	6704	NODE_6_length_178817_cov_6.310012_fragment_2
kansas_SRR30276939_NODE_20_length_82491_cov_6.414222_fragment_1	SRR30276939	44333	NODE_20_length_82491_cov_6.414222_fragment_1
kansas_SRR30276939_NODE_10_length_124463_cov_7.317503_fragment_1	SRR30276939	37256	NODE_10_length_124463_cov_7.317503_fragment_1
kansas_SRR30276939_NODE_60_length_18804_cov_6.046474	SRR30276939	18804	NODE_60_length_18804_cov_6.046474
kansas_SRR30276939_NODE_71_length_9514_cov_6.380526	SRR30276939	9514	NODE_71_length_9514_cov_6.380526
kansas_SRR30276939_NODE_12_length_107806_cov_6.985076_fragment_1	SRR30276939	11037	NODE_12_length_107806_cov_6.985076_fragment_1
kansas_SRR30276939_NODE_15_length_105770_cov_6.319368_fragment_1	SRR30276939	4834	NODE_15_length_105770_cov_6.319368_fragment_1
kansas_SRR30276939_NODE_37_length_39333_cov_6.924782_fragment_1	SRR30276939	13544	NODE_37_length_39333_cov_6.924782_fragment_1
kansas_SRR30276940_NODE_199_length_1644_cov_7.965063	SRR30276940	1644	NODE_199_length_1644_cov_7.965063
kansas_SRR30276940_NODE_67_length_21899_cov_7.137149	SRR30276940	21899	NODE_67_length_21899_cov_7.137149
kansas_SRR30276940_NODE_42_length_38100_cov_6.583731	SRR30276940	38100	NODE_42_length_38100_cov_6.583731
kansas_SRR30276940_NODE_169_length_2497_cov_6.557384	SRR30276940	2497	NODE_169_length_2497_cov_6.557384
kansas_SRR30276940_NODE_113_length_8575_cov_7.193892	SRR30276940	8575	NODE_113_length_8575_cov_7.193892
kansas_SRR30276940_NODE_163_length_2864_cov_7.398612	SRR30276940	2864	NODE_163_length_2864_cov_7.398612
kansas_SRR30276940_NODE_184_length_1988_cov_7.698012	SRR30276940	1988	NODE_184_length_1988_cov_7.698012
kansas_SRR30276940_NODE_101_length_10559_cov_6.403949	SRR30276940	10559	NODE_101_length_10559_cov_6.403949
kansas_SRR30276940_NODE_148_length_3713_cov_8.734802	SRR30276940	3713	NODE_148_length_3713_cov_8.734802
kansas_SRR30276940_NODE_4_length_158750_cov_6.278156_fragment_1	SRR30276940	8087	NODE_4_length_158750_cov_6.278156_fragment_1
kansas_SRR30276940_NODE_22_length_78115_cov_6.928476_fragment_1	SRR30276940	5196	NODE_22_length_78115_cov_6.928476_fragment_1
kansas_SRR30276940_NODE_91_length_13058_cov_6.304153	SRR30276940	13058	NODE_91_length_13058_cov_6.304153
kansas_SRR30276940_NODE_123_length_6028_cov_7.642264	SRR30276940	6028	NODE_123_length_6028_cov_7.642264
kansas_SRR30276940_NODE_158_length_3122_cov_8.362938	SRR30276940	3122	NODE_158_length_3122_cov_8.362938
kansas_SRR30276940_NODE_110_length_8954_cov_8.484649	SRR30276940	8954	NODE_110_length_8954_cov_8.484649
kansas_SRR30276940_NODE_206_length_1460_cov_7.718680	SRR30276940	1460	NODE_206_length_1460_cov_7.718680
kansas_SRR30276940_NODE_151_length_3604_cov_6.558527	SRR30276940	3604	NODE_151_length_3604_cov_6.558527
kansas_SRR30276940_NODE_139_length_4464_cov_7.334332	SRR30276940	4464	NODE_139_length_4464_cov_7.334332
kansas_SRR30276940_NODE_173_length_2374_cov_9.122830	SRR30276940	2374	NODE_173_length_2374_cov_9.122830
kansas_SRR30276940_NODE_90_length_13151_cov_6.400568	SRR30276940	13151	NODE_90_length_13151_cov_6.400568
kansas_SRR30276940_NODE_114_length_8288_cov_6.989340	SRR30276940	8288	NODE_114_length_8288_cov_6.989340
kansas_SRR30276940_NODE_24_length_60877_cov_7.015128_fragment_1	SRR30276940	31458	NODE_24_length_60877_cov_7.015128_fragment_1
